reporting_area,mmwr_week,west_nile_virus_disease_neuroinvasive_cum_2017,west_nile_virus_disease_neuroinvasive_cum_2018,west_nile_virus_disease_neuroinvasive_current_week,west_nile_virus_disease_neuroinvasive_previous_52_weeks_max,west_nile_virus_disease_neuroinvasive_previous_52_weeks_med,west_nile_virus_disease_nonneuroinvasive_cum_2017,west_nile_virus_disease_nonneuroinvasive_cum_2018,west_nile_virus_disease_nonneuroinvasive_current_week,west_nile_virus_disease_nonneuroinvasive_previous_52_weeks_max,west_nile_virus_disease_nonneuroinvasive_previous_52_weeks_med,zika_virus_disease_non_congenital_cum_2017,zika_virus_disease_non_congenital_cum_2018,zika_virus_disease_non_congenital_previous_52_weeks_max,zika_virus_disease_non_congenital_previous_52_weeks_med,vibriosis_any_species_of_the_family_vibrionaceae_other_than_toxigenic_vibrio_cholerae_o1_or_o139_confirmed_cum_2017,vibriosis_any_species_of_the_family_vibrionaceae_other_than_toxigenic_vibrio_cholerae_o1_or_o139_confirmed_cum_2018,vibriosis_any_species_of_the_family_vibrionaceae_other_than_toxigenic_vibrio_cholerae_o1_or_o139_confirmed_current_week,vibriosis_any_species_of_the_family_vibrionaceae_other_than_toxigenic_vibrio_cholerae_o1_or_o139_confirmed_previous_52_weeks_max,vibriosis_any_species_of_the_family_vibrionaceae_other_than_toxigenic_vibrio_cholerae_o1_or_o139_confirmed_previous_52_weeks_med,vibriosis_any_species_of_the_family_vibrionaceae_other_than_toxigenic_vibrio_cholerae_o1_or_o139_probable_cum_2017,vibriosis_any_species_of_the_family_vibrionaceae_other_than_toxigenic_vibrio_cholerae_o1_or_o139_probable_cum_2018,vibriosis_any_species_of_the_family_vibrionaceae_other_than_toxigenic_vibrio_cholerae_o1_or_o139_probable_current_week,vibriosis_any_species_of_the_family_vibrionaceae_other_than_toxigenic_vibrio_cholerae_o1_or_o139_probable_previous_52_weeks_max,vibriosis_any_species_of_the_family_vibrionaceae_other_than_toxigenic_vibrio_cholerae_o1_or_o139_probable_previous_52_weeks_med,tetanus_cum_2017,tetanus_cum_2018,tetanus_current_week,tetanus_previous_52_weeks_max,tetanus_previous_52_weeks_med,varicella_cum_2017,varicella_cum_2018,varicella_current_week,varicella_previous_52_weeks_max,varicella_previous_52_weeks_med,salmonellosis_excluding_paratyphoid_fever_andtyphoid_fever_cum_2018,salmonellosis_excluding_paratyphoid_fever_andtyphoid_fever_current_week,salmonellosis_excluding_paratyphoid_fever_andtyphoid_fever_previous_52_weeks_max,salmonellosis_excluding_paratyphoid_fever_andtyphoid_fever_previous_52_weeks_med,shiga_toxin_producing_escherichia_coli_cum_2017,shiga_toxin_producing_escherichia_coli_cum_2018,shiga_toxin_producing_escherichia_coli_current_week,shiga_toxin_producing_escherichia_coli_previous_52_weeks_max,shiga_toxin_producing_escherichia_coli_previous_52_weeks_med,shigellosis_cum_2017,shigellosis_cum_2018,shigellosis_current_week,shigellosis_previous_52_weeks_max,shigellosis_previous_52_weeks_med,meningococcal_disease_all_serogroups_cum_2017,meningococcal_disease_all_serogroups_cum_2018,meningococcal_disease_all_serogroups_current_week,meningococcal_disease_all_serogroups_previous_52_weeks_max,meningococcal_disease_all_serogroups_previous_52_weeks_med,mumps_cum_2017,mumps_cum_2018,mumps_current_week,mumps_previous_52_weeks_max,mumps_previous_52_weeks_med,pertussis_cum_2017,pertussis_cum_2018,pertussis_current_week,pertussis_previous_52_weeks_max,pertussis_previous_52_weeks_med,legionellosis_cum_2017,legionellosis_cum_2018,legionellosis_current_week,legionellosis_previous_52_weeks_max,legionellosis_previous_52_weeks_med,malaria_cum_2017,malaria_cum_2018,malaria_current_week,malaria_previous_52_weeks_max,malaria_previous_52_weeks_med,invasive_pneumococcal_disease_all_ages_confirmed_cum_2017,invasive_pneumococcal_disease_all_ages_confirmed_cum_2018,invasive_pneumococcal_disease_all_ages_confirmed_current_week,invasive_pneumococcal_disease_all_ages_confirmed_previous_52_weeks_max,invasive_pneumococcal_disease_all_ages_confirmed_previous_52_weeks_med,invasive_pneumococcal_disease_all_ages_probable_cum_2017,invasive_pneumococcal_disease_all_ages_probable_cum_2018,invasive_pneumococcal_disease_all_ages_probable_current_week,invasive_pneumococcal_disease_all_ages_probable_previous_52_weeks_max,invasive_pneumococcal_disease_all_ages_probable_previous_52_weeks_med,hepatitis_viral_acute_by_type_a_cum_2017,hepatitis_viral_acute_by_type_a_cum_2018,hepatitis_viral_acute_by_type_a_current_week,hepatitis_viral_acute_by_type_a_previous_52_weeks_max,hepatitis_viral_acute_by_type_a_previous_52_weeks_med,hepatitis_viral_acute_by_type_b_cum_2017,hepatitis_viral_acute_by_type_b_cum_2018,hepatitis_viral_acute_by_type_b_current_week,hepatitis_viral_acute_by_type_b_previous_52_weeks_max,hepatitis_viral_acute_by_type_b_previous_52_weeks_med,giardiasis_cum_2017,giardiasis_cum_2018,giardiasis_current_week,giardiasis_previous_52_weeks_max,giardiasis_previous_52_weeks_med,gonorrhea_cum_2017,gonorrhea_cum_2018,gonorrhea_current_week,gonorrhea_previous_52_weeks_max,gonorrhea_previous_52_weeks_med,haemophilus_influenzae_invasive_disease_all_ages_all_serotypes_all_serotypes_cum_2018,haemophilus_influenzae_invasive_disease_all_ages_all_serotypes_cum_2017,haemophilus_influenzae_invasive_disease_all_ages_all_serotypes_current_week,haemophilus_influenzae_invasive_disease_all_ages_all_serotypes_previous_52_weeks_max,haemophilus_influenzae_invasive_disease_all_ages_all_serotypes_previous_52_weeks_med,chlamydia_trachomatis_infection_cum_2017,chlamydia_trachomatis_infection_cum_2018,chlamydia_trachomatis_infection_current_week,chlamydia_trachomatis_infection_previous_52_weeks_max,chlamydia_trachomatis_infection_previous_52_weeks_med,coccidioidomycosis_cum_2017,coccidioidomycosis_cum_2018,coccidioidomycosis_current_week,coccidioidomycosis_previous_52_weeks_max,coccidioidomycosis_previous_52_weeks_med
OHIO,10,,,,6,0,,,,3,0,2.0,,1,0,3.0,,,3,0,1.0,3.0,,3,0,,,,0,0,100,114.0,,24,8,141.0,,23,0,21.0,56.0,,19,5,157,85.0,,25,10,4.0,5.0,,2,0,27.0,7.0,,7,0,194,95.0,,28,14,62.0,40.0,,41,10,7,6.0,,5,1,295.0,386.0,,62,23,,11.0,,3,0,4.0,21.0,,7,1,50.0,36.0,,18,4,68.0,78.0,,27,6,4394,3488.0,,544,450,52.0,41,,13,5,11965,9378.0,,1317,1176,5.0,4.0,,4,0
OHIO,11,,,,6,0,,,,3,0,2.0,,1,0,3.0,,,3,0,1.0,3.0,,3,0,,,,0,0,108,122.0,8.0,24,8,128.0,,22,0,23.0,69.0,8.0,19,5,169,100.0,10.0,25,10,5.0,5.0,,2,0,30.0,7.0,,7,0,220,109.0,14.0,28,14,63.0,45.0,4.0,41,10,10,6.0,,5,1,330.0,417.0,20.0,62,22,,12.0,1.0,3,0,4.0,24.0,2.0,7,1,55.0,42.0,,18,4,78.0,89.0,11.0,27,6,4805,3949.0,230.0,544,451,59.0,43,3.0,13,5,13124,10682.0,631.0,1317,1176,5.0,4.0,,4,0
OHIO,12,,,,6,0,,,,3,0,2.0,,1,0,3.0,,,3,0,2.0,3.0,,3,0,,,,0,0,121,131.0,9.0,24,8,174.0,20.0,23,0,28.0,81.0,11.0,19,6,181,119.0,19.0,25,10,5.0,5.0,,2,0,37.0,7.0,,7,0,233,114.0,5.0,28,14,64.0,49.0,3.0,41,10,12,6.0,,5,1,359.0,446.0,28.0,62,22,2.0,12.0,,3,0,4.0,26.0,2.0,7,1,58.0,48.0,3.0,18,4,81.0,105.0,16.0,27,6,5224,4395.0,243.0,544,458,65.0,48,6.0,13,5,14359,11903.0,646.0,1317,1177,5.0,4.0,,4,0
OHIO,13,,,,6,0,,,,3,0,2.0,,1,0,3.0,1.0,1.0,3,0,2.0,3.0,,3,0,,,,0,0,136,145.0,14.0,24,8,191.0,15.0,23,0,31.0,87.0,6.0,19,6,191,129.0,10.0,25,10,5.0,5.0,,2,0,38.0,7.0,,3,0,251,122.0,8.0,28,14,73.0,53.0,4.0,41,10,12,6.0,,5,1,390.0,480.0,33.0,62,22,2.0,14.0,2.0,3,0,5.0,26.0,,7,1,64.0,53.0,2.0,18,4,90.0,111.0,6.0,27,6,5645,4710.0,156.0,546,458,68.0,53,3.0,13,5,15436,12921.0,439.0,1323,1177,5.0,4.0,,4,0
OHIO,14,,,,6,0,,,,3,0,2.0,,1,0,3.0,1.0,,3,0,2.0,3.0,,3,0,,,,0,0,144,154.0,4.0,24,8,212.0,20.0,23,0,34.0,101.0,14.0,19,6,198,143.0,11.0,25,10,6.0,5.0,,2,0,40.0,8.0,1.0,3,0,262,142.0,10.0,28,13,78.0,57.0,3.0,41,10,14,7.0,,5,1,417.0,532.0,37.0,62,22,2.0,14.0,1.0,3,0,5.0,33.0,7.0,7,1,74.0,64.0,5.0,18,4,91.0,116.0,1.0,27,6,6126,5438.0,263.0,546,462,78.0,59,8.0,13,5,16657,14787.0,601.0,1327,1177,5.0,5.0,,4,0
OHIO,15,,,,6,0,,,,3,0,2.0,,1,0,3.0,2.0,1.0,3,0,2.0,3.0,,3,0,,,,0,0,147,164.0,10.0,24,8,235.0,21.0,23,0,37.0,113.0,12.0,19,6,205,153.0,10.0,25,10,6.0,5.0,,2,0,43.0,10.0,2.0,3,0,279,151.0,9.0,28,13,81.0,61.0,4.0,41,10,15,8.0,1.0,5,1,453.0,562.0,30.0,62,22,2.0,15.0,1.0,3,0,5.0,34.0,1.0,7,1,80.0,68.0,1.0,18,4,91.0,118.0,2.0,27,6,6558,5899.0,246.0,546,458,80.0,66,2.0,13,5,17791,16107.0,625.0,1327,1177,5.0,6.0,1.0,4,0
OHIO,16,,,,6,0,,,,3,0,2.0,,1,0,3.0,2.0,,3,0,5.0,3.0,,3,0,,,,0,0,152,183.0,19.0,24,8,260.0,24.0,23,0,39.0,120.0,8.0,19,6,208,163.0,10.0,25,10,6.0,5.0,,2,0,43.0,10.0,,3,0,290,157.0,6.0,28,13,84.0,64.0,3.0,41,10,17,10.0,2.0,5,1,488.0,600.0,38.0,62,22,2.0,16.0,1.0,3,0,5.0,43.0,9.0,7,1,87.0,72.0,1.0,18,4,96.0,124.0,6.0,27,6,7008,6336.0,256.0,546,458,85.0,71,5.0,13,5,18902,17286.0,647.0,1326,1180,6.0,8.0,2.0,4,0
OHIO,17,,,,6,0,,,,3,0,3.0,,1,0,3.0,2.0,,3,0,5.0,4.0,1.0,2,0,,,,0,0,163,191.0,9.0,24,9,276.0,16.0,23,0,40.0,128.0,7.0,19,7,216,173.0,10.0,25,10,6.0,5.0,,2,0,44.0,10.0,,3,0,309,166.0,9.0,28,13,89.0,71.0,8.0,41,10,18,11.0,2.0,5,1,513.0,629.0,29.0,62,22,2.0,16.0,,3,0,6.0,52.0,9.0,9,1,91.0,76.0,1.0,18,4,105.0,153.0,29.0,27,6,7465,6763.0,196.0,546,461,89.0,76,4.0,13,5,20114,18357.0,517.0,1325,1179,6.0,8.0,,4,0
OHIO,18,,,,6,0,,,,3,0,3.0,,0,0,3.0,2.0,,3,0,6.0,4.0,,2,0,,,,0,0,177,203.0,12.0,24,9,298.0,21.0,23,0,45.0,138.0,10.0,19,7,227,179.0,6.0,25,10,6.0,5.0,,2,0,44.0,10.0,,3,0,315,175.0,9.0,28,13,94.0,81.0,10.0,41,10,19,13.0,2.0,5,1,532.0,654.0,25.0,62,22,2.0,16.0,,3,0,6.0,56.0,4.0,9,1,98.0,78.0,2.0,18,4,110.0,159.0,7.0,29,6,7904,7221.0,237.0,546,461,94.0,80,5.0,13,5,21291,19640.0,612.0,1325,1177,6.0,9.0,1.0,4,0
OHIO,19,,,,6,0,,,,3,0,3.0,,0,0,3.0,2.0,,3,0,6.0,4.0,,2,0,,,,0,0,188,223.0,21.0,24,9,322.0,23.0,23,0,46.0,149.0,11.0,19,7,244,197.0,18.0,25,10,7.0,6.0,1.0,2,0,44.0,17.0,7.0,3,0,332,186.0,11.0,28,13,108.0,89.0,8.0,41,10,19,17.0,4.0,5,1,556.0,695.0,41.0,62,23,2.0,17.0,1.0,3,0,8.0,58.0,2.0,9,1,106.0,83.0,5.0,18,4,116.0,171.0,12.0,29,6,8349,7654.0,236.0,546,467,101.0,82,7.0,13,5,22438,20814.0,602.0,1325,1170,6.0,9.0,,4,0
OHIO,20,,,,6,0,,,,3,0,3.0,,0,0,4.0,2.0,,3,0,6.0,5.0,1.0,2,0,,1.0,1.0,0,0,192,230.0,7.0,24,9,344.0,22.0,23,0,51.0,157.0,9.0,19,7,251,207.0,10.0,25,10,7.0,6.0,,2,0,46.0,18.0,1.0,7,0,350,195.0,9.0,28,12,116.0,91.0,3.0,41,10,20,18.0,1.0,5,1,574.0,724.0,28.0,62,23,2.0,16.0,,3,0,10.0,63.0,5.0,9,1,108.0,88.0,3.0,18,4,128.0,179.0,8.0,29,6,8736,8127.0,260.0,546,470,108.0,90,7.0,13,5,23563,22081.0,667.0,1325,1179,6.0,9.0,,4,0
OHIO,21,,,,6,0,,,,3,0,3.0,,0,0,4.0,4.0,1.0,3,0,6.0,4.0,,2,0,,1.0,,1,0,199,239.0,9.0,24,9,386.0,40.0,23,0,57.0,165.0,10.0,19,7,257,219.0,12.0,25,10,8.0,6.0,,2,0,46.0,18.0,,7,0,358,209.0,14.0,28,12,127.0,95.0,4.0,41,10,22,19.0,1.0,5,1,594.0,747.0,23.0,62,23,2.0,17.0,1.0,3,0,10.0,68.0,5.0,9,1,118.0,92.0,1.0,18,4,132.0,181.0,2.0,29,6,9230,8526.0,179.0,546,471,114.0,94,6.0,13,5,24784,23107.0,459.0,1325,1182,6.0,10.0,1.0,4,0
OHIO,22,,,,6,0,,,,3,0,3.0,,0,0,5.0,4.0,,3,0,6.0,4.0,,2,0,,1.0,,1,0,209,239.0,,24,9,386.0,,40,0,61.0,165.0,,19,7,264,219.0,,25,10,8.0,6.0,,2,0,47.0,18.0,,7,0,371,209.0,,28,12,142.0,95.0,,41,9,22,19.0,,5,1,615.0,747.0,,62,23,2.0,17.0,,3,0,13.0,68.0,,9,1,120.0,92.0,,18,4,148.0,181.0,,29,6,9644,8526.0,,546,466,114.0,98,,13,5,25756,23107.0,,1325,1179,6.0,10.0,,4,0
OHIO,22,,,,6,0,,,,3,0,3.0,,0,0,5.0,4.0,,3,0,6.0,4.0,,2,0,,1.0,,1,0,209,239.0,,24,9,386.0,,40,0,61.0,165.0,,19,7,264,219.0,,25,10,8.0,6.0,,2,0,47.0,18.0,,7,0,371,209.0,,28,12,142.0,95.0,,41,9,22,19.0,,5,1,40.0,31.0,,4,1,1.0,2.0,,1,0,13.0,68.0,,9,1,120.0,92.0,,18,4,148.0,181.0,,29,6,9644,8526.0,,546,466,114.0,98,,13,5,25756,23107.0,,1325,1179,6.0,10.0,,4,0
OHIO,23,,,,6,0,,,,3,0,3.0,,0,0,5.0,4.0,,3,0,6.0,6.0,2.0,2,0,,1.0,,1,0,217,256.0,12.0,24,9,386.0,,40,0,70.0,179.0,6.0,19,8,272,244.0,16.0,25,10,8.0,6.0,,2,0,49.0,18.0,,7,0,385,224.0,12.0,28,12,157.0,128.0,24.0,41,9,22,20.0,,5,1,637.0,773.0,18.0,62,23,2.0,18.0,1.0,3,0,13.0,80.0,7.0,9,1,122.0,102.0,3.0,18,4,152.0,183.0,,29,6,10119,9105.0,267.0,546,466,119.0,102,2.0,13,5,26957,24498.0,590.0,1325,1179,6.0,10.0,,4,0
OHIO,24,,,,6,0,,,,3,0,3.0,,0,0,5.0,4.0,,3,0,6.0,7.0,1.0,2,0,,1.0,,1,0,220,261.0,5.0,24,9,471.0,45.0,40,0,72.0,204.0,23.0,19,7,280,256.0,11.0,25,10,8.0,6.0,,2,0,49.0,18.0,,7,0,403,231.0,6.0,28,12,172.0,153.0,24.0,41,9,23,23.0,3.0,5,1,658.0,789.0,15.0,62,23,2.0,18.0,,3,0,13.0,94.0,10.0,9,1,124.0,111.0,7.0,18,4,159.0,186.0,3.0,29,6,10555,9614.0,244.0,546,461,125.0,109,6.0,13,5,28133,25793.0,662.0,1325,1185,6.0,10.0,,4,0
OHIO,25,,,,6,0,,,,3,0,3.0,,0,0,5.0,4.0,,3,0,6.0,7.0,,2,0,,1.0,,1,0,221,267.0,6.0,24,9,471.0,,45,0,84.0,230.0,25.0,23,8,291,264.0,8.0,25,10,8.0,6.0,,2,0,49.0,19.0,1.0,7,0,414,236.0,5.0,28,12,181.0,190.0,37.0,41,9,24,24.0,1.0,5,1,676.0,805.0,16.0,62,23,2.0,20.0,2.0,3,0,13.0,100.0,6.0,10,1,128.0,116.0,1.0,18,4,166.0,191.0,5.0,29,6,11027,10107.0,238.0,546,461,129.0,115,4.0,13,5,29316,27054.0,595.0,1325,1193,6.0,10.0,,4,0
OHIO,26,,,,6,0,,,,3,0,3.0,,0,0,5.0,4.0,,3,0,6.0,7.0,,2,0,,1.0,,1,0,235,273.0,6.0,24,9,550.0,35.0,45,0,92.0,244.0,14.0,25,8,301,271.0,7.0,25,10,8.0,6.0,,2,0,49.0,19.0,,7,0,428,248.0,12.0,28,12,190.0,257.0,67.0,41,10,25,26.0,2.0,5,1,689.0,813.0,7.0,62,23,2.0,19.0,,3,0,13.0,124.0,23.0,10,2,132.0,121.0,3.0,18,4,171.0,206.0,15.0,29,6,11517,10539.0,215.0,546,458,133.0,120,4.0,13,5,30437,28170.0,492.0,1325,1193,10.0,10.0,,4,0
OHIO,27,,,,6,0,,,,3,0,3.0,,0,0,7.0,4.0,,3,0,6.0,7.0,,2,0,,1.0,,1,0,241,275.0,3.0,24,9,597.0,44.0,45,5,94.0,257.0,12.0,25,8,304,280.0,9.0,25,10,8.0,6.0,,2,0,50.0,20.0,1.0,7,0,447,264.0,16.0,28,12,218.0,304.0,45.0,68,10,27,26.0,,5,1,702.0,818.0,8.0,62,23,2.0,20.0,1.0,3,0,13.0,145.0,20.0,23,2,145.0,122.0,1.0,18,4,173.0,206.0,,29,6,11915,10979.0,180.0,546,455,136.0,123,3.0,13,5,31330,29261.0,429.0,1325,1195,10.0,15.0,5.0,4,0
OHIO,28,,,,6,0,,,,3,0,3.0,,0,0,8.0,5.0,1.0,3,0,6.0,7.0,,2,0,,1.0,,1,0,241,280.0,5.0,24,9,638.0,41.0,45,10,104.0,272.0,17.0,25,8,315,293.0,13.0,25,10,8.0,7.0,1.0,2,0,50.0,21.0,1.0,7,0,473,280.0,16.0,28,12,259.0,347.0,43.0,68,10,27,28.0,2.0,5,1,711.0,832.0,14.0,62,23,2.0,21.0,1.0,3,0,14.0,169.0,24.0,23,2,163.0,126.0,1.0,18,4,182.0,233.0,27.0,29,6,12410,11383.0,229.0,546,455,139.0,128,3.0,13,5,32552,30394.0,622.0,1325,1201,10.0,16.0,1.0,5,0
OHIO,29,,,,6,0,,1.0,1.0,3,0,3.0,,0,0,8.0,5.0,,3,0,6.0,8.0,1.0,2,0,,1.0,,1,0,243,284.0,4.0,24,9,684.0,47.0,45,11,114.0,301.0,29.0,25,8,324,299.0,8.0,25,10,8.0,7.0,,2,0,50.0,22.0,1.0,7,0,485,292.0,12.0,28,12,284.0,375.0,28.0,68,10,29,28.0,,5,1,721.0,843.0,11.0,62,23,2.0,22.0,1.0,3,0,17.0,199.0,31.0,24,2,165.0,134.0,1.0,15,4,205.0,243.0,10.0,29,6,12923,11845.0,231.0,546,455,143.0,133,4.0,13,5,33786,31534.0,582.0,1325,1197,10.0,17.0,,5,0
OHIO,30,1.0,2.0,,6,0,1.0,,,3,0,3.0,,0,0,8.0,5.0,,3,0,6.0,8.0,,2,0,,1.0,,1,0,246,284.0,,24,9,684.0,,47,12,133.0,301.0,,29,8,341,299.0,,25,10,8.0,7.0,,2,0,50.0,22.0,,7,0,500,292.0,,28,12,320.0,375.0,,68,10,32,28.0,,5,1,732.0,843.0,,62,23,2.0,22.0,,3,0,17.0,199.0,,31,2,168.0,134.0,,15,4,209.0,243.0,,29,6,13414,11845.0,,546,449,143.0,134,,13,5,35060,31534.0,,1325,1186,11.0,17.0,,5,0
OHIO,31,1.0,2.0,,6,0,2.0,,,3,0,3.0,,0,0,11.0,7.0,2.0,3,0,7.0,8.0,,2,0,,1.0,,1,0,251,291.0,7.0,24,9,797.0,54.0,57,13,140.0,338.0,17.0,30,8,361,314.0,10.0,25,10,8.0,7.0,,2,0,50.0,22.0,,7,0,513,309.0,10.0,28,11,333.0,399.0,11.0,68,10,35,30.0,,5,1,740.0,853.0,8.0,62,23,2.0,24.0,1.0,3,0,17.0,264.0,48.0,31,2,172.0,143.0,3.0,15,4,214.0,255.0,5.0,29,6,13905,12931.0,259.0,546,453,155.0,135,2.0,13,5,36337,34080.0,611.0,1325,1189,13.0,18.0,1.0,5,0
OHIO,32,4.0,2.0,,6,0,2.0,1.0,,3,0,3.0,,0,0,13.0,9.0,2.0,2,0,7.0,9.0,1.0,2,0,,1.0,,1,0,254,295.0,6.0,24,9,796.0,,57,13,154.0,360.0,22.0,30,9,373,326.0,12.0,25,10,8.0,7.0,,2,0,50.0,22.0,,7,0,537,321.0,12.0,28,11,351.0,427.0,28.0,68,10,40,31.0,1.0,5,1,745.0,860.0,7.0,62,23,2.0,24.0,,3,0,17.0,295.0,31.0,48,2,177.0,146.0,3.0,15,4,220.0,278.0,23.0,29,6,14417,13490.0,264.0,546,451,160.0,137,5.0,13,5,37588,35396.0,609.0,1325,1181,15.0,18.0,,5,0
OHIO,33,5.0,5.0,,6,0,5.0,2.0,,3,0,3.0,,0,0,14.0,13.0,4.0,2,0,7.0,10.0,1.0,2,0,,1.0,,1,0,259,296.0,1.0,24,9,872.0,40.0,57,13,166.0,383.0,23.0,30,9,390,336.0,10.0,25,10,8.0,7.0,,2,0,50.0,22.0,,7,0,550,328.0,7.0,28,11,364.0,447.0,20.0,68,10,44,33.0,2.0,4,1,758.0,871.0,11.0,62,23,3.0,24.0,,3,0,18.0,325.0,31.0,48,3,180.0,153.0,3.0,15,4,247.0,291.0,13.0,29,6,14944,14022.0,264.0,546,459,163.0,140,4.0,13,5,38904,36676.0,600.0,1325,1181,15.0,18.0,,5,0
OHIO,34,11.0,5.0,,6,0,5.0,3.0,,2,0,3.0,,0,0,16.0,15.0,2.0,4,0,9.0,13.0,3.0,2,0,,1.0,,1,0,267,310.0,14.0,24,9,913.0,34.0,57,14,175.0,399.0,16.0,30,9,402,346.0,10.0,25,10,8.0,7.0,,2,0,50.0,22.0,,7,0,556,351.0,23.0,28,11,386.0,478.0,31.0,68,10,44,33.0,,4,1,769.0,880.0,9.0,62,23,3.0,26.0,2.0,3,0,18.0,373.0,48.0,48,3,181.0,161.0,3.0,15,4,251.0,307.0,16.0,29,6,15434,14547.0,290.0,546,459,167.0,142,4.0,13,5,40162,38077.0,714.0,1325,1181,16.0,18.0,,5,0
OHIO,34,11.0,5.0,,6,0,5.0,3.0,,2,0,3.0,,0,0,16.0,15.0,2.0,4,0,9.0,13.0,3.0,2,0,,1.0,,1,0,267,310.0,14.0,24,9,913.0,34.0,57,14,175.0,399.0,16.0,30,9,402,346.0,10.0,25,10,8.0,7.0,,2,0,50.0,22.0,,7,0,556,351.0,23.0,28,11,386.0,478.0,31.0,68,10,44,33.0,,4,1,47.0,43.0,1.0,4,1,1.0,4.0,,1,0,18.0,373.0,48.0,48,3,181.0,161.0,3.0,15,4,251.0,307.0,16.0,29,6,15434,14547.0,290.0,546,459,167.0,142,4.0,13,5,40162,38077.0,714.0,1325,1181,16.0,18.0,,5,0
OHIO,35,13.0,7.0,,3,0,7.0,7.0,,2,0,3.0,,0,0,16.0,15.0,,4,0,9.0,14.0,1.0,3,0,,1.0,,1,0,270,314.0,5.0,24,9,966.0,53.0,57,16,187.0,410.0,12.0,30,9,417,350.0,4.0,25,10,8.0,7.0,,2,0,50.0,22.0,,7,0,572,361.0,10.0,28,11,396.0,517.0,39.0,68,10,45,35.0,2.0,4,1,782.0,894.0,14.0,62,23,3.0,26.0,,3,0,21.0,426.0,53.0,48,3,185.0,170.0,3.0,15,5,270.0,319.0,12.0,29,7,15905,15063.0,250.0,546,460,170.0,145,3.0,13,5,41458,39272.0,572.0,1325,1181,16.0,18.0,,5,0
OHIO,36,16.0,10.0,,4,0,8.0,7.0,,2,0,3.0,,0,0,18.0,20.0,3.0,4,0,9.0,15.0,3.0,2,0,,1.0,,1,0,273,320.0,6.0,24,9,1001.0,35.0,57,18,195.0,414.0,6.0,30,9,432,359.0,9.0,25,10,8.0,7.0,,2,0,50.0,23.0,1.0,7,0,579,374.0,13.0,28,11,403.0,539.0,22.0,68,11,48,36.0,1.0,4,1,795.0,908.0,14.0,62,23,3.0,26.0,,3,0,21.0,468.0,42.0,53,3,188.0,181.0,6.0,15,5,278.0,325.0,6.0,29,7,16387,15627.0,258.0,546,460,175.0,150,5.0,13,5,42503,40462.0,480.0,1325,1181,16.0,18.0,,5,0
OHIO,37,18.0,17.0,,5,0,10.0,10.0,,2,0,3.0,,0,0,18.0,21.0,1.0,4,0,9.0,14.0,,2,0,,1.0,,1,0,279,333.0,13.0,24,9,1053.0,51.0,57,20,202.0,428.0,14.0,30,9,445,363.0,4.0,25,10,8.0,7.0,,2,0,51.0,23.0,,7,0,587,382.0,8.0,28,11,408.0,586.0,48.0,68,11,48,38.0,2.0,4,1,810.0,914.0,6.0,62,23,3.0,26.0,,3,0,23.0,516.0,49.0,53,3,203.0,186.0,3.0,15,5,283.0,347.0,23.0,29,6,16933,16202.0,323.0,546,462,183.0,156,8.0,13,5,43783,41761.0,706.0,1325,1182,16.0,18.0,,5,0
OHIO,38,18.0,24.0,1.0,5,0,10.0,13.0,,2,0,3.0,,0,0,18.0,21.0,,4,0,9.0,14.0,,2,0,,1.0,,1,0,287,333.0,,24,9,1053.0,,57,20,206.0,428.0,,30,9,450,363.0,,25,10,8.0,7.0,,2,0,51.0,23.0,,7,0,610,382.0,,28,11,420.0,586.0,,68,11,49,38.0,,4,1,833.0,914.0,,62,23,3.0,26.0,,3,0,24.0,516.0,,53,3,205.0,186.0,,12,5,286.0,347.0,,29,7,17447,16202.0,,537,460,183.0,160,,13,5,45044,41761.0,,1325,1181,16.0,18.0,,5,0
OHIO,39,20.0,27.0,,6,0,10.0,15.0,,4,0,3.0,,0,0,18.0,22.0,,4,0,9.0,14.0,,2,0,,1.0,,1,0,296,349.0,5.0,24,9,1141.0,44.0,57,20,218.0,459.0,14.0,30,10,454,381.0,11.0,25,10,8.0,7.0,,2,0,51.0,24.0,,7,0,627,405.0,10.0,28,11,437.0,630.0,28.0,68,11,50,43.0,2.0,4,1,854.0,938.0,12.0,62,23,3.0,26.0,,3,0,27.0,685.0,83.0,89,3,217.0,192.0,3.0,12,5,301.0,374.0,10.0,29,7,17955,17266.0,241.0,542,462,190.0,161,3.0,13,5,46344,44251.0,492.0,1325,1181,18.0,18.0,,5,0
OHIO,40,23.0,28.0,,7,0,11.0,16.0,,4,0,3.0,,0,0,20.0,23.0,1.0,4,0,9.0,14.0,,2,0,,1.0,,1,0,305,358.0,5.0,24,9,1171.0,,57,21,223.0,477.0,18.0,30,10,463,395.0,14.0,25,10,8.0,7.0,,2,0,51.0,25.0,1.0,7,0,641,415.0,6.0,28,11,448.0,680.0,45.0,68,11,50,44.0,1.0,4,1,871.0,961.0,11.0,62,23,3.0,28.0,1.0,3,0,30.0,750.0,67.0,89,4,229.0,199.0,6.0,12,5,315.0,386.0,9.0,29,7,18445,18162.0,295.0,545,463,199.0,168,9.0,13,5,47579,46204.0,660.0,1325,1184,18.0,20.0,1.0,5,0
